Security_name,Flow,Cash_flow_start_date,Cash_flow_end_date,Cash_flow_value_date,Unit,Value,Valuation_price,Indicative_xirr
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-07,2018-08-07,2018-09-07,1436.6582861655954,78713.07084072681,54.789,10
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-08,2018-08-08,2018-09-08,1436.2907140751122,78692.93193346132,54.789,10
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-09,2018-08-09,2018-09-09,1434.728755416278,78607.35378050247,54.789,10
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-10,2018-08-10,2018-09-10,1433.124142566541,77887.43090020637,54.348,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-11,2018-08-11,2018-09-11,1433.4732381299534,77143.79578320158,53.816,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-12,2018-08-12,2018-09-12,1435.9821162823487,77442.51553110707,53.93,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-13,2018-08-13,2018-09-13,1436.4861585048325,77469.69852816561,53.93,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-14,2018-08-14,2018-09-14,1436.0111803956363,78287.0215216289,54.517,10
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-15,2018-08-15,2018-09-15,1433.8113372879347,78167.09267492635,54.517,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-16,2018-08-16,2018-09-16,1434.5885235729984,78209.46253962915,54.517,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-17,2018-08-17,2018-09-17,1435.120348182861,77747.6448628065,54.175,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-18,2018-08-18,2018-09-18,1430.3353103579323,76618.77156994336,53.567,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-19,2018-08-19,2018-09-19,1429.2894675188547,76286.89603935136,53.374,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-20,2018-08-20,2018-09-20,1427.4899080202422,76190.84635067241,53.374,9
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-21,2018-08-21,2018-09-21,1426.154643604342,75409.35293522319,52.876,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-22,2018-08-22,2018-09-22,1425.8369646273989,75392.55534163833,52.876,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-23,2018-08-23,2018-09-23,1425.200500887907,75358.90168494897,52.876,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-24,2018-08-24,2018-09-24,1423.9685078111474,74315.49245415597,52.189,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-25,2018-08-25,2018-09-25,1422.2552100540772,74519.06173078337,52.395,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-26,2018-08-26,2018-09-26,1420.4607107806198,74545.77810176692,52.48,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-27,2018-08-27,2018-09-27,1419.5881789200862,74005.97094346193,52.132,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-28,2018-08-28,2018-09-28,1418.3540796580357,73636.68875360624,51.917,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-29,2018-08-29,2018-09-29,1421.15485594536,73782.09665611526,51.917,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-09-30,2018-08-30,2018-09-30,1420.6765679298248,73757.26537721272,51.917,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-01,2018-09-01,2018-10-01,1419.2327607087184,74088.20780727723,52.203,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-02,2018-09-02,2018-10-02,1421.5919708931517,74211.3656565352,52.203,8
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-03,2018-09-03,2018-10-03,1419.6088465778528,73632.27165430007,51.868,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-04,2018-09-04,2018-10-04,1416.817096499987,72450.35904662334,51.136,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-05,2018-09-05,2018-10-05,1415.240406215012,71268.67637617557,50.358,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-06,2018-09-06,2018-10-06,1412.7117198177016,71141.3367865798,50.358,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-07,2018-09-07,2018-10-07,1412.3237762417,71121.80072397953,50.358,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-08,2018-09-08,2018-10-08,1412.0825086254345,70712.85578443587,50.077,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-09,2018-09-09,2018-10-09,1410.4726008422292,70433.35979565755,49.936,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-10,2018-09-10,2018-10-10,1409.8778324325697,71521.69256147182,50.729,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-11,2018-09-11,2018-10-11,1410.9388851227068,70697.91471684347,50.107,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-12,2018-09-12,2018-10-12,1412.780405770397,71837.05807261314,50.848,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-13,2018-09-13,2018-10-13,1413.4683613626848,71872.03923856979,50.848,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-14,2018-09-14,2018-10-14,1412.9933832534882,71847.88755167337,50.848,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-15,2018-09-15,2018-10-15,1410.7137576840796,72067.7230250489,51.086,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-16,2018-09-16,2018-10-16,1411.3870269288464,72634.21056683922,51.463,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-17,2018-09-17,2018-10-17,1411.8655286811497,71938.78428289063,50.953,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-18,2018-09-18,2018-10-18,1407.5498315702748,71718.88656800022,50.953,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-19,2018-09-19,2018-10-19,1408.0912574189465,71293.06845437868,50.631,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-20,2018-09-20,2018-10-20,1405.4047576583434,71157.04828499959,50.631,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-21,2018-09-21,2018-10-21,1404.069493242443,71089.44251235813,50.631,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-22,2018-09-22,2018-10-22,1403.6386441402365,70928.66796569442,50.532,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-23,2018-09-23,2018-10-23,1402.0516970394574,70450.29367283866,50.248,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-24,2018-09-24,2018-10-24,1400.5992898157626,70661.63477049505,50.451,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-25,2018-09-25,2018-10-25,1398.9129834984003,70127.50786277482,50.13,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-26,2018-09-26,2018-10-26,1397.2015849322456,69760.87793408209,49.929,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-27,2018-09-27,2018-10-27,1396.1711775230715,69709.43072254944,49.929,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-28,2018-09-28,2018-10-28,1394.937078261021,69647.81338049452,49.929,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-29,2018-09-29,2018-10-29,1397.8424879881868,70927.92568300858,50.741,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-30,2018-09-30,2018-10-30,1396.8389413204968,70782.01967353353,50.673,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-10-31,2018-09-30,2018-10-31,1395.7980789110834,71721.6884867671,51.384,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-01,2018-10-01,2018-11-01,1398.0564106587751,72160.68163615269,51.615,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-02,2018-10-02,2018-11-02,1396.960889949597,72783.05932726395,52.101,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-03,2018-10-03,2018-11-03,1394.2592716443826,72642.30231194397,52.101,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-04,2018-10-04,2018-11-04,1392.6825813594073,72560.15517140648,52.101,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-05,2018-10-05,2018-11-05,1390.301997209519,72196.99241309312,51.929,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-06,2018-10-06,2018-11-06,1390.2155064737253,72031.23603692313,51.813,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-07,2018-10-07,2018-11-07,1389.9531640050973,72017.64328659611,51.813,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-08,2018-10-08,2018-11-08,1388.762368500796,71955.94459913175,51.813,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-09,2018-10-09,2018-11-09,1388.3689831620802,72413.1610547846,52.157,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-10,2018-10-10,2018-11-10,1390.1275195215032,72504.88103568304,52.157,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-11,2018-10-11,2018-11-11,1391.9690401691932,72600.92922810461,52.157,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-12,2018-10-12,2018-11-12,1392.7727922092377,72137.27399968525,51.794,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-13,2018-10-13,2018-11-13,1392.6295869137195,72419.52377868725,52.002,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-14,2018-10-14,2018-11-14,1390.1644589345115,72577.70607205297,52.208,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-15,2018-10-15,2018-11-15,1390.8377281792782,72810.35507018522,52.35,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-16,2018-10-16,2018-11-16,1390.8782471774791,72989.11777713257,52.477,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-17,2018-10-17,2018-11-17,1387.5302896700525,72813.42701101534,52.477,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-18,2018-10-18,2018-11-18,1388.0717155187244,72841.8394152761,52.477,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-19,2018-10-19,2018-11-19,1385.6341697920616,73122.68640826667,52.772,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-20,2018-10-20,2018-11-20,1384.5824776996712,72567.35223871747,52.411,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-21,2018-10-21,2018-11-21,1384.268930450304,72466.47850907341,52.35,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-22,2018-10-22,2018-11-22,1382.8209895329524,72090.60664732142,52.133,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-23,2018-10-23,2018-11-23,1381.4539208721526,72019.33725682793,52.133,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-24,2018-10-24,2018-11-24,1379.5256603981206,71918.81125353523,52.133,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-25,2018-10-25,2018-11-25,1377.8142618319655,71829.59091208586,52.133,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-26,2018-10-26,2018-11-26,1376.6783280568557,72181.99809667705,52.432,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-27,2018-10-27,2018-11-27,1375.1416378950012,72249.94165500336,52.54,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-28,2018-10-28,2018-11-28,1379.0124419237868,72520.88530833002,52.589,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-29,2018-10-29,2018-11-29,1378.3761589589576,72935.39607515429,52.914,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-11-30,2018-10-30,2018-11-30,1378.3480324362029,72986.2850135618,52.952,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-01,2018-11-01,2018-12-01,1381.2452396457586,73139.69792972221,52.952,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-02,2018-11-02,2018-12-02,1380.14971893658,73081.68791712978,52.952,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-03,2018-11-03,2018-12-03,1377.5595299674774,72952.79758801767,52.958,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-04,2018-11-04,2018-12-04,1376.039225133432,72963.10387347509,53.024,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-05,2018-11-05,2018-12-05,1373.4608719558285,72452.80791741387,52.752,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-06,2018-11-06,2018-12-06,1373.4243045583626,71787.51497496106,52.269,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-07,2018-11-07,2018-12-07,1372.4545709092315,71917.99197021464,52.401,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-08,2018-11-08,2018-12-08,1371.220907547005,71853.34677637061,52.401,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-09,2018-11-09,2018-12-09,1370.827522208289,71832.73299123657,52.401,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-10,2018-11-10,2018-12-10,1372.4944362692333,71043.05701016806,51.762,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-11,2018-11-11,2018-12-11,1373.7285984035257,71329.48374350466,51.924,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-12,2018-11-12,2018-12-12,1374.1928688509602,72384.23517385547,52.674,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-13,2018-11-13,2018-12-13,1373.8943075468308,72646.03540584623,52.876,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-14,2018-11-14,2018-12-14,1372.381893711811,72586.6507403114,52.891,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-15,2018-11-15,2018-12-15,1373.0551629565775,72622.26062393634,52.891,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-16,2018-11-16,2018-12-16,1373.0956819547785,72624.40371427019,52.891,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-17,2018-11-17,2018-12-17,1369.7864192113323,72890.44472549262,53.213,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-18,2018-11-18,2018-12-18,1371.174477063413,73002.70033333317,53.241,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-19,2018-11-19,2018-12-19,1368.9723470653075,73423.4628625007,53.634,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-20,2018-11-20,2018-12-20,1367.579794088434,73235.26555322974,53.551,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-21,2018-11-21,2018-12-21,1366.5857141625736,72493.27237918203,53.047,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-22,2018-11-22,2018-12-22,1365.169035027761,72418.12180111764,53.047,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-23,2018-11-23,2018-12-23,1363.8019663669613,72345.60290986819,53.047,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-24,2018-11-24,2018-12-24,1361.5531940072178,71812.40011152269,52.743,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-25,2018-11-25,2018-12-25,1360.7704098508707,71771.11372676448,52.743,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-26,2018-11-26,2018-12-26,1358.8693173278832,71922.2352275302,52.928,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-27,2018-11-27,2018-12-27,1357.356324973151,71926.31166032728,52.99,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-28,2018-11-28,2018-12-28,1361.2496507722171,72558.69013511148,53.303,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-29,2018-11-29,2018-12-29,1361.325945870633,72562.75689274234,53.303,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-30,2018-11-30,2018-12-30,1361.297819347878,72561.25766469994,53.303,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2013-12-31,2018-11-30,2018-12-31,1364.2585995167772,72871.87309318865,53.415,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-01,2018-12-01,2019-01-01,1363.574168084717,73146.20909856848,53.643,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-02,2018-12-02,2019-01-02,1360.9826920016876,72555.34829330197,53.311,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-03,2018-12-03,2019-01-03,1359.3228331439248,71966.62875513881,52.943,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-04,2018-12-04,2019-01-04,1357.340466614932,72122.2856935844,53.135,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-05,2018-12-05,2019-01-05,1357.472493775298,72129.30095675046,53.135,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-06,2018-12-06,2019-01-06,1356.502760126167,72077.77415930388,53.135,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-07,2018-12-07,2019-01-07,1355.4034705547454,72171.16859662853,53.247,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-08,2018-12-08,2019-01-08,1355.6376984511096,72361.22906792333,53.378,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-09,2018-12-09,2019-01-09,1356.7786537476009,72651.42657222277,53.547,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-10,2018-12-10,2019-01-10,1357.5922300705224,72682.77281351562,53.538,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-11,2018-12-11,2019-01-11,1357.6058365122879,72615.62098336926,53.488,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-12,2018-12-12,2019-01-12,1356.7917559759508,72572.07744364165,53.488,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-13,2018-12-13,2019-01-13,1355.2793421409308,72491.1814524341,53.488,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-14,2018-12-14,2019-01-14,1355.8460868958928,72315.40689067934,53.336,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-15,2018-12-15,2019-01-15,1356.0693491462598,72736.84774950708,53.638,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-16,2018-12-16,2019-01-16,1352.8252887613908,72599.36912138003,53.665,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-17,2018-12-17,2019-01-17,1354.7398446092077,72669.6000046825,53.641,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-18,2018-12-18,2019-01-18,1352.2461233260583,72354.63332080739,53.507,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-19,2018-12-19,2019-01-19,1351.419569207631,72310.4068895927,53.507,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-20,2018-12-20,2019-01-20,1350.4254892817705,72257.21665499969,53.507,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-21,2018-12-21,2019-01-21,1348.8994240699715,72217.37736585813,53.538,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-22,2018-12-22,2019-01-22,1347.7658221995887,71931.60969661425,53.371,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-23,2018-12-23,2019-01-23,1345.490704574636,71391.7367847302,53.06,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-24,2018-12-24,2019-01-24,1344.5911271382556,71384.34293977,53.09,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-25,2018-12-25,2019-01-25,1342.867379048308,71024.25567786502,52.89,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-26,2018-12-26,2019-01-26,1341.5118953971187,70952.56414755361,52.89,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-27,2018-12-27,2019-01-27,1345.4052211961848,71158.48214906621,52.89,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-28,2018-12-28,2019-01-28,1345.4793766713576,70577.12070329607,52.455,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-29,2018-12-29,2019-01-29,1345.2629334167636,70596.70821984492,52.478,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-30,2018-12-30,2019-01-30,1348.4180940373953,71040.05886626613,52.684,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-01-31,2018-12-31,2019-01-31,1347.9160978576817,71679.4822518758,53.178,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-01,2019-01-01,2019-02-01,1344.6906074504448,71475.68454842095,53.154,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-02,2019-01-02,2019-02-02,1342.9906571464983,71385.32538996497,53.154,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-03,2019-01-03,2019-02-03,1341.0082906175055,71279.9546794829,53.154,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-04,2019-01-04,2019-02-04,1341.3759041881833,71119.75044005748,53.02,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-05,2019-01-05,2019-02-05,1340.2162321534395,70945.68646527447,52.936,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-06,2019-01-06,2019-02-06,1338.5330236745508,71117.59808085256,53.131,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-07,2019-01-07,2019-02-07,1338.7139986173484,71258.40743240283,53.229,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-08,2019-01-08,2019-02-08,1339.5934997692937,70745.27231631617,52.811,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-09,2019-01-09,2019-02-09,1340.2119348488127,70777.93249130064,52.811,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-10,2019-01-10,2019-02-10,1340.225541290578,70778.65106109671,52.811,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-11,2019-01-11,2019-02-11,1339.2970527658542,70548.81155149415,52.676,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-02-12,2019-01-12,2019-02-12,1338.2721596494712,70168.28587474108,52.432,6
